,severity_bin,agg_runtime
0,0.0,0.0
1,0.1,64948181.0
2,0.2,1376048.0
3,0.3,0.0
4,0.4,3315669.0
5,0.5,3145689.0
6,0.6,0.0
7,0.7,1433222.0
8,0.8,1581154.0
9,0.9,1783233.0
10,1.0,4255853.0
