,severity_bin,agg_runtime
0,0.0,0.0
1,0.1,46226759.0
2,0.2,3367183.0
3,0.3,3922533.0
4,0.4,268470.0
5,0.5,752134.0
6,0.6,0.0
7,0.7,0.0
8,0.8,0.0
9,0.9,0.0
10,1.0,3316288.0
